num_nodes,num_edges,cascade_size,tree_depth,in_degrees,out_degrees,propagation_delay,reaction_times,betweenness_centrality,closeness_centrality,filename
4,4,3,2,"{'ROOT': 0, '544520042810200064': 2, '544521244021112832': 1, '544523668873687042': 1}","{'ROOT': 1, '544520042810200064': 3, '544521244021112832': 0, '544523668873687042': 0}",337.67,[337.67],"{'ROOT': 0.0, '544520042810200064': 0.3333333333333333, '544521244021112832': 0.0, '544523668873687042': 0.0}","{'ROOT': 0.0, '544520042810200064': 0.3333333333333333, '544521244021112832': 0.4444444444444444, '544523668873687042': 0.4444444444444444}",544520042810200064.txt
16,17,15,3,"{'ROOT': 0, '544520273718812672': 3, '544520377162952704': 1, '544520381952835584': 1, '544520387761930240': 1, '544520421479956481': 1, '544520432615821312': 1, '544520444288589825': 1, '544520494062370816': 1, '544520507580628992': 1, '544520557803225088': 1, '544520601038098433': 1, '544520944148963328': 1, '544521241848053761': 1, '544525858581401600': 1, '544601984800534528': 1}","{'ROOT': 1, '544520273718812672': 14, '544520377162952704': 0, '544520381952835584': 0, '544520387761930240': 0, '544520421479956481': 0, '544520432615821312': 0, '544520444288589825': 0, '544520494062370816': 0, '544520507580628992': 0, '544520557803225088': 2, '544520601038098433': 0, '544520944148963328': 0, '544521241848053761': 0, '544525858581401600': 0, '544601984800534528': 0}",2238.93,"[2238.93, 2.72]","{'ROOT': 0.0, '544520273718812672': 0.12380952380952381, '544520377162952704': 0.0, '544520381952835584': 0.0, '544520387761930240': 0.0, '544520421479956481': 0.0, '544520432615821312': 0.0, '544520444288589825': 0.0, '544520494062370816': 0.0, '544520507580628992': 0.0, '544520557803225088': 0.009523809523809525, '544520601038098433': 0.0, '544520944148963328': 0.0, '544521241848053761': 0.0, '544525858581401600': 0.0, '544601984800534528': 0.0}","{'ROOT': 0.0, '544520273718812672': 0.13333333333333333, '544520377162952704': 0.12, '544520381952835584': 0.12, '544520387761930240': 0.12, '544520421479956481': 0.12, '544520432615821312': 0.12, '544520444288589825': 0.12, '544520494062370816': 0.12, '544520507580628992': 0.12, '544520557803225088': 0.08888888888888888, '544520601038098433': 0.12, '544520944148963328': 0.12, '544521241848053761': 0.1, '544525858581401600': 0.12, '544601984800534528': 0.12}",544520273718812672.txt
8,9,7,3,"{'ROOT': 0, '552783667052167168': 2, '552785374507175936': 2, '552786226546495488': 1, '552789153403109376': 1, '552790281276628992': 1, '552792862610694144': 1, '552943855021330432': 1}","{'ROOT': 1, '552783667052167168': 6, '552785374507175936': 1, '552786226546495488': 1, '552789153403109376': 0, '552790281276628992': 0, '552792862610694144': 0, '552943855021330432': 0}",3579.52,"[3579.52, 3.3899999999999997]","{'ROOT': 0.0, '552783667052167168': 0.14285714285714285, '552785374507175936': 0.047619047619047616, '552786226546495488': 0.0, '552789153403109376': 0.0, '552790281276628992': 0.0, '552792862610694144': 0.0, '552943855021330432': 0.0}","{'ROOT': 0.0, '552783667052167168': 0.14285714285714285, '552785374507175936': 0.3214285714285714, '552786226546495488': 0.21428571428571427, '552789153403109376': 0.19047619047619047, '552790281276628992': 0.19047619047619047, '552792862610694144': 0.19047619047619047, '552943855021330432': 0.19047619047619047}",552783667052167168.txt
5,5,4,2,"{'ROOT': 0, '552785375161499649': 2, '552785851655393281': 1, '552785877748158464': 1, '552788073340489728': 1}","{'ROOT': 1, '552785375161499649': 4, '552785851655393281': 0, '552785877748158464': 0, '552788073340489728': 0}",672.03,[672.03],"{'ROOT': 0.0, '552785375161499649': 0.25, '552785851655393281': 0.0, '552785877748158464': 0.0, '552788073340489728': 0.0}","{'ROOT': 0.0, '552785375161499649': 0.25, '552785851655393281': 0.3333333333333333, '552785877748158464': 0.3333333333333333, '552788073340489728': 0.3333333333333333}",552785375161499649.txt
19,21,18,3,"{'ROOT': 0, '552791196247269378': 3, '552791516360765440': 1, '552791567401238529': 1, '552791830476386306': 1, '552792023078825984': 1, '552792048173334528': 1, '552792055122886656': 1, '552792212056993792': 1, '552792555944153088': 1, '552792564554678272': 1, '552792955052761088': 2, '552792980658987009': 1, '552793325733183488': 1, '552794023258099713': 1, '552795069691232258': 1, '552795629768814592': 1, '552826438798172160': 1, '552925665293778945': 1}","{'ROOT': 1, '552791196247269378': 16, '552791516360765440': 0, '552791567401238529': 0, '552791830476386306': 1, '552792023078825984': 0, '552792048173334528': 1, '552792055122886656': 0, '552792212056993792': 0, '552792555944153088': 0, '552792564554678272': 0, '552792955052761088': 1, '552792980658987009': 1, '552793325733183488': 0, '552794023258099713': 0, '552795069691232258': 0, '552795629768814592': 0, '552826438798172160': 0, '552925665293778945': 0}",2552.58,"[2552.58, 132.95, 530.95]","{'ROOT': 0.0, '552791196247269378': 0.10784313725490197, '552791516360765440': 0.0, '552791567401238529': 0.0, '552791830476386306': 0.0, '552792023078825984': 0.0, '552792048173334528': 0.00980392156862745, '552792055122886656': 0.0, '552792212056993792': 0.0, '552792555944153088': 0.0, '552792564554678272': 0.0, '552792955052761088': 0.0, '552792980658987009': 0.00980392156862745, '552793325733183488': 0.0, '552794023258099713': 0.0, '552795069691232258': 0.0, '552795629768814592': 0.0, '552826438798172160': 0.0, '552925665293778945': 0.0}","{'ROOT': 0.0, '552791196247269378': 0.1111111111111111, '552791516360765440': 0.09999999999999999, '552791567401238529': 0.09999999999999999, '552791830476386306': 0.07407407407407407, '552792023078825984': 0.09999999999999999, '552792048173334528': 0.09999999999999999, '552792055122886656': 0.09999999999999999, '552792212056993792': 0.09999999999999999, '552792555944153088': 0.09999999999999999, '552792564554678272': 0.09999999999999999, '552792955052761088': 0.09999999999999999, '552792980658987009': 0.09999999999999999, '552793325733183488': 0.09999999999999999, '552794023258099713': 0.09999999999999999, '552795069691232258': 0.09999999999999999, '552795629768814592': 0.09999999999999999, '552826438798172160': 0.09876543209876543, '552925665293778945': 0.09876543209876543}",552791196247269378.txt
18,20,17,2,"{'ROOT': 0, '552791578893619200': 2, '552791675379400705': 1, '552792030225920000': 1, '552792351413133312': 1, '552792826216329217': 1, '552794374950887425': 1, '552795016725532672': 1, '552795831599120384': 1, '552795888134144001': 1, '552795898196291584': 1, '552796077561094144': 1, '552796307627470848': 1, '552797785427558401': 1, '552808830598262785': 1, '552810884314443776': 1, '552822387448631296': 1, '552824748879925248': 3}","{'ROOT': 1, '552791578893619200': 17, '552791675379400705': 1, '552792030225920000': 0, '552792351413133312': 0, '552792826216329217': 0, '552794374950887425': 0, '552795016725532672': 0, '552795831599120384': 0, '552795888134144001': 0, '552795898196291584': 0, '552796077561094144': 0, '552796307627470848': 0, '552797785427558401': 0, '552808830598262785': 0, '552810884314443776': 0, '552822387448631296': 1, '552824748879925248': 0}",4071.08,"[4071.08, 131.42000000000002]","{'ROOT': 0.0, '552791578893619200': 0.058823529411764705, '552791675379400705': 0.0, '552792030225920000': 0.0, '552792351413133312': 0.0, '552792826216329217': 0.0, '552794374950887425': 0.0, '552795016725532672': 0.0, '552795831599120384': 0.0, '552795888134144001': 0.0, '552795898196291584': 0.0, '552796077561094144': 0.0, '552796307627470848': 0.0, '552797785427558401': 0.0, '552808830598262785': 0.0, '552810884314443776': 0.0, '552822387448631296': 0.0, '552824748879925248': 0.0}","{'ROOT': 0.0, '552791578893619200': 0.058823529411764705, '552791675379400705': 0.0784313725490196, '552792030225920000': 0.0784313725490196, '552792351413133312': 0.0784313725490196, '552792826216329217': 0.0784313725490196, '552794374950887425': 0.0784313725490196, '552795016725532672': 0.0784313725490196, '552795831599120384': 0.0784313725490196, '552795888134144001': 0.0784313725490196, '552795898196291584': 0.0784313725490196, '552796077561094144': 0.0784313725490196, '552796307627470848': 0.0784313725490196, '552797785427558401': 0.0784313725490196, '552808830598262785': 0.0784313725490196, '552810884314443776': 0.0784313725490196, '552822387448631296': 0.0784313725490196, '552824748879925248': 0.18823529411764706}",552791578893619200.txt
12,17,11,4,"{'ROOT': 0, '552792544132997121': 3, '552792742842363905': 1, '552794125167493120': 1, '552795993553764354': 3, '552798917541511169': 1, '552798994456674304': 2, '552800910670569472': 1, '552805557896482816': 2, '552806438629048320': 1, '552808594228670465': 1, '552816964436230144': 1}","{'ROOT': 1, '552792544132997121': 5, '552792742842363905': 0, '552794125167493120': 0, '552795993553764354': 6, '552798917541511169': 1, '552798994456674304': 0, '552800910670569472': 0, '552805557896482816': 3, '552806438629048320': 1, '552808594228670465': 0, '552816964436230144': 0}",6939.0,"[6939.0, 11.629999999999999, 11.93, 38.019999999999996, 3.5, 50.08, 83.33]","{'ROOT': 0.0, '552792544132997121': 0.19999999999999998, '552792742842363905': 0.0, '552794125167493120': 0.0, '552795993553764354': 0.3181818181818182, '552798917541511169': 0.0, '552798994456674304': 0.0, '552800910670569472': 0.0, '552805557896482816': 0.11818181818181818, '552806438629048320': 0.0, '552808594228670465': 0.0, '552816964436230144': 0.0}","{'ROOT': 0.0, '552792544132997121': 0.25252525252525254, '552792742842363905': 0.21818181818181817, '552794125167493120': 0.21818181818181817, '552795993553764354': 0.3246753246753247, '552798917541511169': 0.20661157024793386, '552798994456674304': 0.29752066115702475, '552800910670569472': 0.21818181818181817, '552805557896482816': 0.25252525252525254, '552806438629048320': 0.17482517482517482, '552808594228670465': 0.2517482517482517, '552816964436230144': 0.2517482517482517}",552792544132997121.txt
10,10,9,3,"{'ROOT': 0, '552792802309181440': 2, '552793142693744640': 1, '552793785747660801': 1, '552793899522355200': 1, '552793901866971136': 1, '552795124288073729': 1, '552795463850930176': 1, '552808923707617282': 1, '552834504520630274': 1}","{'ROOT': 1, '552792802309181440': 7, '552793142693744640': 0, '552793785747660801': 0, '552793899522355200': 1, '552793901866971136': 0, '552795124288073729': 0, '552795463850930176': 0, '552808923707617282': 1, '552834504520630274': 0}",381.32,"[381.32, 4.870000000000001, 101.64999999999999]","{'ROOT': 0.0, '552792802309181440': 0.1111111111111111, '552793142693744640': 0.0, '552793785747660801': 0.0, '552793899522355200': 0.027777777777777776, '552793901866971136': 0.0, '552795124288073729': 0.0, '552795463850930176': 0.0, '552808923707617282': 0.027777777777777776, '552834504520630274': 0.0}","{'ROOT': 0.0, '552792802309181440': 0.1111111111111111, '552793142693744640': 0.14814814814814814, '552793785747660801': 0.14814814814814814, '552793899522355200': 0.14814814814814814, '552793901866971136': 0.14814814814814814, '552795124288073729': 0.16666666666666666, '552795463850930176': 0.14814814814814814, '552808923707617282': 0.14814814814814814, '552834504520630274': 0.16666666666666666}",552792802309181440.txt
7,7,6,3,"{'ROOT': 0, '552792913910833152': 2, '552793275770613760': 1, '552793675697094657': 1, '552793775740055552': 1, '552794232503951360': 1, '552805269441622017': 1}","{'ROOT': 1, '552792913910833152': 5, '552793275770613760': 0, '552793675697094657': 1, '552793775740055552': 0, '552794232503951360': 0, '552805269441622017': 0}",702.47,"[702.47, 46.07]","{'ROOT': 0.0, '552792913910833152': 0.16666666666666666, '552793275770613760': 0.0, '552793675697094657': 0.06666666666666667, '552793775740055552': 0.0, '552794232503951360': 0.0, '552805269441622017': 0.0}","{'ROOT': 0.0, '552792913910833152': 0.16666666666666666, '552793275770613760': 0.2222222222222222, '552793675697094657': 0.2222222222222222, '552793775740055552': 0.2222222222222222, '552794232503951360': 0.2222222222222222, '552805269441622017': 0.25}",552792913910833152.txt
16,17,15,3,"{'ROOT': 0, '552793679082311680': 2, '552794951487352832': 1, '552796160101220352': 1, '552796316955574273': 1, '552796379811438593': 1, '552796638436397056': 1, '552796679322492928': 1, '552796766484303872': 1, '552796934134845440': 1, '552797898187210752': 1, '552798473389867009': 1, '552798644244860928': 2, '552800628012224512': 1, '552801740652036096': 1, '552802770873761793': 1}","{'ROOT': 1, '552793679082311680': 7, '552794951487352832': 0, '552796160101220352': 7, '552796316955574273': 0, '552796379811438593': 0, '552796638436397056': 0, '552796679322492928': 0, '552796766484303872': 0, '552796934134845440': 0, '552797898187210752': 0, '552798473389867009': 1, '552798644244860928': 0, '552800628012224512': 0, '552801740652036096': 1, '552802770873761793': 0}",551.48,"[551.48, 0.6300000000000008, 0.8800000000000008, 1.9000000000000004, 2.0700000000000003, 2.42, 3.08, 6.92, 4.089999999999996]","{'ROOT': 0.0, '552793679082311680': 0.06666666666666668, '552794951487352832': 0.0, '552796160101220352': 0.06666666666666668, '552796316955574273': 0.0, '552796379811438593': 0.0, '552796638436397056': 0.0, '552796679322492928': 0.0, '552796766484303872': 0.0, '552796934134845440': 0.0, '552797898187210752': 0.0, '552798473389867009': 0.0, '552798644244860928': 0.0, '552800628012224512': 0.0, '552801740652036096': 0.009523809523809525, '552802770873761793': 0.0}","{'ROOT': 0.0, '552793679082311680': 0.06666666666666667, '552794951487352832': 0.08888888888888888, '552796160101220352': 0.08888888888888888, '552796316955574273': 0.1, '552796379811438593': 0.1, '552796638436397056': 0.1, '552796679322492928': 0.1, '552796766484303872': 0.1, '552796934134845440': 0.1, '552797898187210752': 0.1, '552798473389867009': 0.08888888888888888, '552798644244860928': 0.15000000000000002, '552800628012224512': 0.08888888888888888, '552801740652036096': 0.08888888888888888, '552802770873761793': 0.1}",552793679082311680.txt
9,9,8,3,"{'ROOT': 0, '552802654641225728': 2, '552803445711708160': 1, '552804023389392896': 1, '552804298870910977': 1, '552804602702475265': 1, '552806033585090560': 1, '552808630022840320': 1, '552846396106502144': 1}","{'ROOT': 1, '552802654641225728': 7, '552803445711708160': 0, '552804023389392896': 0, '552804298870910977': 0, '552804602702475265': 0, '552806033585090560': 1, '552808630022840320': 0, '552846396106502144': 0}",181.28,"[181.28, 10.31]","{'ROOT': 0.0, '552802654641225728': 0.125, '552803445711708160': 0.0, '552804023389392896': 0.0, '552804298870910977': 0.0, '552804602702475265': 0.0, '552806033585090560': 0.03571428571428571, '552808630022840320': 0.0, '552846396106502144': 0.0}","{'ROOT': 0.0, '552802654641225728': 0.125, '552803445711708160': 0.16666666666666666, '552804023389392896': 0.16666666666666666, '552804298870910977': 0.16666666666666666, '552804602702475265': 0.16666666666666666, '552806033585090560': 0.16666666666666666, '552808630022840320': 0.1875, '552846396106502144': 0.16666666666666666}",552802654641225728.txt
12,29,11,3,"{'ROOT': 0, '552805488631758849': 6, '552805699349016577': 1, '552805847777415168': 1, '552806316855799808': 1, '552806494283251712': 3, '552806943392145408': 4, '552807670710038528': 3, '552811444119797761': 2, '552811993145835520': 1, '552813949427544064': 4, '552843131977498624': 3}","{'ROOT': 1, '552805488631758849': 10, '552805699349016577': 0, '552805847777415168': 0, '552806316855799808': 1, '552806494283251712': 2, '552806943392145408': 5, '552807670710038528': 2, '552811444119797761': 1, '552811993145835520': 1, '552813949427544064': 3, '552843131977498624': 3}",255992.08,"[255992.08, 17.89, 21.85]","{'ROOT': 0.0, '552805488631758849': 0.46818181818181814, '552805699349016577': 0.0, '552805847777415168': 0.0, '552806316855799808': 0.0, '552806494283251712': 0.15454545454545454, '552806943392145408': 0.203030303030303, '552807670710038528': 0.09393939393939393, '552811444119797761': 0.0, '552811993145835520': 0.0, '552813949427544064': 0.01212121212121212, '552843131977498624': 0.031818181818181815}","{'ROOT': 0.0, '552805488631758849': 0.5259740259740261, '552805699349016577': 0.3787878787878788, '552805847777415168': 0.3787878787878788, '552806316855799808': 0.35064935064935066, '552806494283251712': 0.46022727272727276, '552806943392145408': 0.4909090909090909, '552807670710038528': 0.4090909090909091, '552811444119797761': 0.4090909090909091, '552811993145835520': 0.3068181818181818, '552813949427544064': 0.43315508021390375, '552843131977498624': 0.46022727272727276}",552805488631758849.txt
12,12,11,3,"{'ROOT': 0, '552806757672964097': 2, '552807298192510977': 1, '552807311191048193': 1, '552808047643729920': 1, '552808137737383936': 1, '552810796884189184': 1, '552810800164139008': 1, '552812110678196224': 1, '552812322075729920': 1, '552823438457311232': 1, '552905510039465985': 1}","{'ROOT': 1, '552806757672964097': 10, '552807298192510977': 0, '552807311191048193': 0, '552808047643729920': 0, '552808137737383936': 0, '552810796884189184': 1, '552810800164139008': 0, '552812110678196224': 0, '552812322075729920': 0, '552823438457311232': 0, '552905510039465985': 0}",4933.05,"[4933.05, 0.019999999999999574]","{'ROOT': 0.0, '552806757672964097': 0.09090909090909091, '552807298192510977': 0.0, '552807311191048193': 0.0, '552808047643729920': 0.0, '552808137737383936': 0.0, '552810796884189184': 0.01818181818181818, '552810800164139008': 0.0, '552812110678196224': 0.0, '552812322075729920': 0.0, '552823438457311232': 0.0, '552905510039465985': 0.0}","{'ROOT': 0.0, '552806757672964097': 0.09090909090909091, '552807298192510977': 0.12121212121212122, '552807311191048193': 0.12121212121212122, '552808047643729920': 0.12121212121212122, '552808137737383936': 0.12121212121212122, '552810796884189184': 0.12121212121212122, '552810800164139008': 0.13636363636363635, '552812110678196224': 0.12121212121212122, '552812322075729920': 0.12121212121212122, '552823438457311232': 0.12121212121212122, '552905510039465985': 0.12121212121212122}",552806757672964097.txt
16,17,15,2,"{'ROOT': 0, '552811386259386370': 3, '552811563917123584': 1, '552812365692289025': 1, '552812376375164928': 1, '552812482406780928': 1, '552812526434385921': 1, '552812548366798848': 1, '552812767132934144': 1, '552813011338285056': 1, '552813020465074176': 1, '552813075133636608': 1, '552814805456027648': 1, '552818696864157697': 1, '552822420026183680': 1, '552822921698500608': 1}","{'ROOT': 1, '552811386259386370': 15, '552811563917123584': 1, '552812365692289025': 0, '552812376375164928': 0, '552812482406780928': 0, '552812526434385921': 0, '552812548366798848': 0, '552812767132934144': 0, '552813011338285056': 0, '552813020465074176': 0, '552813075133636608': 0, '552814805456027648': 0, '552818696864157697': 0, '552822420026183680': 0, '552822921698500608': 0}",6253.35,[6253.35],"{'ROOT': 0.0, '552811386259386370': 0.1285714285714286, '552811563917123584': 0.0, '552812365692289025': 0.0, '552812376375164928': 0.0, '552812482406780928': 0.0, '552812526434385921': 0.0, '552812548366798848': 0.0, '552812767132934144': 0.0, '552813011338285056': 0.0, '552813020465074176': 0.0, '552813075133636608': 0.0, '552814805456027648': 0.0, '552818696864157697': 0.0, '552822420026183680': 0.0, '552822921698500608': 0.0}","{'ROOT': 0.0, '552811386259386370': 0.13333333333333333, '552811563917123584': 0.08888888888888888, '552812365692289025': 0.12, '552812376375164928': 0.12, '552812482406780928': 0.12, '552812526434385921': 0.12, '552812548366798848': 0.12, '552812767132934144': 0.12, '552813011338285056': 0.12, '552813020465074176': 0.12, '552813075133636608': 0.12, '552814805456027648': 0.12, '552818696864157697': 0.12, '552822420026183680': 0.12, '552822921698500608': 0.12}",552811386259386370.txt
10,10,9,3,"{'ROOT': 0, '552832817089236992': 2, '552837389870448640': 1, '552837806574170113': 1, '552838782710321152': 1, '552839062483369984': 1, '552839829726060544': 1, '552842578539073537': 1, '552842838845980672': 1, '552852233901965313': 1}","{'ROOT': 1, '552832817089236992': 6, '552837389870448640': 2, '552837806574170113': 0, '552838782710321152': 0, '552839062483369984': 1, '552839829726060544': 0, '552842578539073537': 0, '552842838845980672': 0, '552852233901965313': 0}",445.28,"[445.28, 1.6499999999999986, 13.96, 21.65]","{'ROOT': 0.0, '552832817089236992': 0.1111111111111111, '552837389870448640': 0.05555555555555555, '552837806574170113': 0.0, '552838782710321152': 0.0, '552839062483369984': 0.027777777777777776, '552839829726060544': 0.0, '552842578539073537': 0.0, '552842838845980672': 0.0, '552852233901965313': 0.0}","{'ROOT': 0.0, '552832817089236992': 0.1111111111111111, '552837389870448640': 0.14814814814814814, '552837806574170113': 0.16666666666666666, '552838782710321152': 0.14814814814814814, '552839062483369984': 0.14814814814814814, '552839829726060544': 0.14814814814814814, '552842578539073537': 0.16666666666666666, '552842838845980672': 0.16666666666666666, '552852233901965313': 0.14814814814814814}",552832817089236992.txt
15,16,14,3,"{'ROOT': 0, '552834961762709505': 2, '552835091714416640': 1, '552835146844737537': 1, '552835235982090241': 1, '552835533009727488': 1, '552836375670562816': 1, '552836509074591748': 1, '552837270953529345': 1, '552838224981553153': 1, '552840744210161664': 2, '552841806245679104': 1, '552843614389559296': 1, '552845561896771585': 1, '552860931026604032': 1}","{'ROOT': 1, '552834961762709505': 11, '552835091714416640': 0, '552835146844737537': 0, '552835235982090241': 0, '552835533009727488': 0, '552836375670562816': 0, '552836509074591748': 0, '552837270953529345': 0, '552838224981553153': 0, '552840744210161664': 3, '552841806245679104': 1, '552843614389559296': 0, '552845561896771585': 0, '552860931026604032': 0}",768.17,"[768.17, 4.219999999999999, 19.139999999999997, 80.22]","{'ROOT': 0.0, '552834961762709505': 0.07142857142857144, '552835091714416640': 0.0, '552835146844737537': 0.0, '552835235982090241': 0.0, '552835533009727488': 0.0, '552836375670562816': 0.0, '552836509074591748': 0.0, '552837270953529345': 0.0, '552838224981553153': 0.0, '552840744210161664': 0.04395604395604396, '552841806245679104': 0.0, '552843614389559296': 0.0, '552845561896771585': 0.0, '552860931026604032': 0.0}","{'ROOT': 0.0, '552834961762709505': 0.07142857142857142, '552835091714416640': 0.09523809523809523, '552835146844737537': 0.09523809523809523, '552835235982090241': 0.09523809523809523, '552835533009727488': 0.09523809523809523, '552836375670562816': 0.09523809523809523, '552836509074591748': 0.09523809523809523, '552837270953529345': 0.09523809523809523, '552838224981553153': 0.09523809523809523, '552840744210161664': 0.1607142857142857, '552841806245679104': 0.10714285714285714, '552843614389559296': 0.09523809523809523, '552845561896771585': 0.14285714285714285, '552860931026604032': 0.14285714285714285}",552834961762709505.txt
4,4,3,2,"{'ROOT': 0, '552984502063337472': 2, '552998100764491776': 1, '553091815218237440': 1}","{'ROOT': 1, '552984502063337472': 3, '552998100764491776': 0, '553091815218237440': 0}",615.7,[615.7],"{'ROOT': 0.0, '552984502063337472': 0.3333333333333333, '552998100764491776': 0.0, '553091815218237440': 0.0}","{'ROOT': 0.0, '552984502063337472': 0.3333333333333333, '552998100764491776': 0.4444444444444444, '553091815218237440': 0.4444444444444444}",552984502063337472.txt
7,7,6,2,"{'ROOT': 0, '553107921081749504': 2, '553110037116502016': 1, '553111518230106112': 1, '553115272031113216': 1, '553116396469510144': 1, '553132986087268352': 1}","{'ROOT': 1, '553107921081749504': 6, '553110037116502016': 0, '553111518230106112': 0, '553115272031113216': 0, '553116396469510144': 0, '553132986087268352': 0}",1379.53,[1379.53],"{'ROOT': 0.0, '553107921081749504': 0.16666666666666666, '553110037116502016': 0.0, '553111518230106112': 0.0, '553115272031113216': 0.0, '553116396469510144': 0.0, '553132986087268352': 0.0}","{'ROOT': 0.0, '553107921081749504': 0.16666666666666666, '553110037116502016': 0.2222222222222222, '553111518230106112': 0.2222222222222222, '553115272031113216': 0.2222222222222222, '553116396469510144': 0.2222222222222222, '553132986087268352': 0.2222222222222222}",553107921081749504.txt
12,12,11,2,"{'ROOT': 0, '553160652567498752': 2, '553160945657462785': 1, '553161275904376832': 1, '553167760579379201': 1, '553169488104140801': 1, '553175352366100482': 1, '553179653238964225': 1, '553183053523476480': 1, '553183997090889730': 1, '553227312976908289': 1, '553237817086967809': 1}","{'ROOT': 1, '553160652567498752': 11, '553160945657462785': 0, '553161275904376832': 0, '553167760579379201': 0, '553169488104140801': 0, '553175352366100482': 0, '553179653238964225': 0, '553183053523476480': 0, '553183997090889730': 0, '553227312976908289': 0, '553237817086967809': 0}",757.35,[757.35],"{'ROOT': 0.0, '553160652567498752': 0.09090909090909091, '553160945657462785': 0.0, '553161275904376832': 0.0, '553167760579379201': 0.0, '553169488104140801': 0.0, '553175352366100482': 0.0, '553179653238964225': 0.0, '553183053523476480': 0.0, '553183997090889730': 0.0, '553227312976908289': 0.0, '553237817086967809': 0.0}","{'ROOT': 0.0, '553160652567498752': 0.09090909090909091, '553160945657462785': 0.12121212121212122, '553161275904376832': 0.12121212121212122, '553167760579379201': 0.12121212121212122, '553169488104140801': 0.12121212121212122, '553175352366100482': 0.12121212121212122, '553179653238964225': 0.12121212121212122, '553183053523476480': 0.12121212121212122, '553183997090889730': 0.12121212121212122, '553227312976908289': 0.12121212121212122, '553237817086967809': 0.12121212121212122}",553160652567498752.txt
3,3,2,2,"{'ROOT': 0, '553221600955621376': 2, '553262052899164161': 1}","{'ROOT': 1, '553221600955621376': 2, '553262052899164161': 0}",804.15,[804.15],"{'ROOT': 0.0, '553221600955621376': 0.5, '553262052899164161': 0.0}","{'ROOT': 0.0, '553221600955621376': 0.5, '553262052899164161': 0.6666666666666666}",553221600955621376.txt
6,6,5,2,"{'ROOT': 0, '553476490315431937': 2, '553476849196879873': 1, '553478083672424448': 1, '553479876632936448': 1, '553480808947015680': 1}","{'ROOT': 1, '553476490315431937': 5, '553476849196879873': 0, '553478083672424448': 0, '553479876632936448': 0, '553480808947015680': 0}",2204.55,[2204.55],"{'ROOT': 0.0, '553476490315431937': 0.2, '553476849196879873': 0.0, '553478083672424448': 0.0, '553479876632936448': 0.0, '553480808947015680': 0.0}","{'ROOT': 0.0, '553476490315431937': 0.2, '553476849196879873': 0.26666666666666666, '553478083672424448': 0.26666666666666666, '553479876632936448': 0.26666666666666666, '553480808947015680': 0.26666666666666666}",553476490315431937.txt
5,7,4,3,"{'ROOT': 0, '553476880339599360': 2, '553477770622533632': 3, '553496235320303616': 1, '555631356286234624': 1}","{'ROOT': 1, '553476880339599360': 3, '553477770622533632': 2, '553496235320303616': 1, '555631356286234624': 0}",8561.12,"[0.0, 3.53, 73.37, 8561.12]","{'ROOT': 0.0, '553476880339599360': 0.25, '553477770622533632': 0.16666666666666666, '553496235320303616': 0.0, '555631356286234624': 0.0}","{'ROOT': 0.0, '553476880339599360': 0.25, '553477770622533632': 0.5625, '553496235320303616': 0.375, '555631356286234624': 0.3333333333333333}",553476880339599360.txt
